座位ID,取票时间,票型ID,票型,用户ID,邮箱,订单,区域,排数,座位号,,
486017612178446,2023/11/25 10:05:01,129,PLATINUM SEATED,486358115038533,dtephy@jack.com,486364196983941,,,,,
486017612178447,2023/11/25 10:05:01,129,PLATINUM SEATED,486358115038533,dtephy@jack.com,486364196983941,,,,,
486017612178448,2023/11/25 10:05:01,129,PLATINUM SEATED,486358115038533,dtephy@jack.com,486364196983941,,,,,
486017612186676,2023/11/25 10:05:05,129,PLATINUM SEATED,486204107793413,1590499@jack.com,486364201100741,,,,,
486017612182591,2023/11/25 10:05:06,129,PLATINUM SEATED,485670156014597,784856@jack.com,486364201104965,,,,,
486017612182588,2023/11/25 10:05:08,129,PLATINUM SEATED,486099555857413,17955221@jack.com,486364205192581,,,,,
486017612182589,2023/11/25 10:05:08,129,PLATINUM SEATED,486099555857413,17955221@jack.com,486364205192581,,,,,
486017612178473,2023/11/25 10:05:10,129,PLATINUM SEATED,477981399319365,1674063@jack.com,486364205249926,,,,,
486017612194844,2023/11/25 10:05:12,129,PLATINUM SEATED,486195947492357,1778478@jack.com,486364209251717,,,,,
486017612186630,2023/11/25 10:05:13,129,PLATINUM SEATED,486206343336965,2006108@jack.com,486364209296645,,,,,
486017612203052,2023/11/25 10:05:14,129,PLATINUM SEATED,486138269078597,2126487@jack.com,486364209317381,,,,,
486017612174390,2023/11/25 10:05:15,129,PLATINUM SEATED,482518176089093,1037520@jack.com,486364209321541,,,,,
486017612207118,2023/11/25 10:05:18,129,PLATINUM SEATED,477574978065221,xathe@jack.com,486364217455877,,,,,
486017612203022,2023/11/25 10:05:19,129,PLATINUM SEATED,486213321557061,1606776@jack.com,486364217480901,,,,,
486017612203023,2023/11/25 10:05:19,129,PLATINUM SEATED,486213321557061,1606776@jack.com,486364217480901,,,,,
486017612182580,2023/11/25 10:05:22,129,PLATINUM SEATED,477583448712005,1236841@jack.com,486364221564485,,,,,
486017612203020,2023/11/25 10:05:23,129,PLATINUM SEATED,485840191575109,1172397@jack.com,486364221564549,,,,,
486017612203021,2023/11/25 10:05:23,129,PLATINUM SEATED,485840191575109,1172397@jack.com,486364221564549,,,,,
486017612194850,2023/11/25 10:05:25,129,PLATINUM SEATED,477617534292805,928534@jack.com,486364221572805,,,,,
486017612194851,2023/11/25 10:05:25,129,PLATINUM SEATED,477617534292805,928534@jack.com,486364221572805,,,,,
486017612182568,2023/11/25 10:05:27,129,PLATINUM SEATED,486215628145669,1868580@jack.com,486364221589189,,,,,
486017612194842,2023/11/25 10:05:29,129,PLATINUM SEATED,482522529436677,1143488@jack.com,486364225721733,,,,,
486017612178478,2023/11/25 10:05:30,129,PLATINUM SEATED,477565437801285,zbtsmly@jack.com,486364225766917,,,,,
486017612178479,2023/11/25 10:05:30,129,PLATINUM SEATED,477565437801285,zbtsmly@jack.com,486364225766917,,,,,
486017612182590,2023/11/25 10:05:32,129,PLATINUM SEATED,486258015364165,2611165@jack.com,486364225783237,,,,,
486017612178465,2023/11/25 10:05:34,129,PLATINUM SEATED,486215717733445,f06@jack.com,486364229748293,,,,,
486017612198967,2023/11/25 10:05:35,129,PLATINUM SEATED,485854316880965,1975414@jack.com,486364229764229,,,,,
486017612178449,2023/11/25 10:05:36,129,PLATINUM SEATED,486164733002821,reliiiu@jack.com,486364229813702,,,,,
486017612178450,2023/11/25 10:05:36,129,PLATINUM SEATED,486164733002821,reliiiu@jack.com,486364229813702,,,,,
486017612190774,2023/11/25 10:05:39,129,PLATINUM SEATED,486363615372677,2300808@jack.com,486364234200773,,,,,
486017612190776,2023/11/25 10:05:39,129,PLATINUM SEATED,486363615372677,2300808@jack.com,486364234200773,,,,,
486017612190768,2023/11/25 10:05:41,129,PLATINUM SEATED,460905406685509,wneywangwb@jack.com,486364234220933,,,,,
486017612190769,2023/11/25 10:05:41,129,PLATINUM SEATED,460905406685509,wneywangwb@jack.com,486364234220933,,,,,
486017612190770,2023/11/25 10:05:41,129,PLATINUM SEATED,460905406685509,wneywangwb@jack.com,486364234220933,,,,,
486017612190771,2023/11/25 10:05:41,129,PLATINUM SEATED,460905406685509,wneywangwb@jack.com,486364234220933,,,,,
486017612178443,2023/11/25 10:05:46,129,PLATINUM SEATED,486360899675333,2831426@jack.com,486364237919877,,,,,
486017612178481,2023/11/25 10:05:47,129,PLATINUM SEATED,486352266020421,1743548@jack.com,486364237993157,,,,,
486017612178483,2023/11/25 10:05:47,129,PLATINUM SEATED,486352266020421,1743548@jack.com,486364237993157,,,,,
486017612178489,2023/11/25 10:05:50,129,PLATINUM SEATED,485679336264709,k0901@jack.com,486364242044613,,,,,
486017612186642,2023/11/25 10:05:51,129,PLATINUM SEATED,484615542481989,1945445@jack.com,486364242130373,,,,,
486017612178457,2023/11/25 10:05:54,129,PLATINUM SEATED,486168341124101,3782611@jack.com,486364250211845,,,,,
486017612178458,2023/11/25 10:05:54,129,PLATINUM SEATED,486168341124101,3782611@jack.com,486364250211845,,,,,
486017612198923,2023/11/25 10:05:56,129,PLATINUM SEATED,486362744186245,2461437@jack.com,486364250248773,,,,,
486017612194864,2023/11/25 10:05:57,129,PLATINUM SEATED,486347625706693,872902@jack.com,486364250248901,,,,,
486017612194865,2023/11/25 10:05:57,129,PLATINUM SEATED,486347625706693,872902@jack.com,486364250248901,,,,,
486017612194861,2023/11/25 10:05:59,129,PLATINUM SEATED,477881240855365,13121207@jack.com,486364250252421,,,,,
486017612194862,2023/11/25 10:05:59,129,PLATINUM SEATED,477881240855365,13121207@jack.com,486364250252421,,,,,
486017612186655,2023/11/25 10:06:02,129,PLATINUM SEATED,486360929322245,e1654@u.nus.edu,486364254291205,,,,,
486017612186656,2023/11/25 10:06:02,129,PLATINUM SEATED,486360929322245,e1654@u.nus.edu,486364254291205,,,,,
486017612178459,2023/11/25 10:06:04,129,PLATINUM SEATED,477643751543621,2920580@jack.com,486364254393925,,,,,
486017612178460,2023/11/25 10:06:04,129,PLATINUM SEATED,477643751543621,2920580@jack.com,486364254393925,,,,,
486017612182540,2023/11/25 10:06:06,129,PLATINUM SEATED,486360224392773,652256@jack.com,486364254402117,,,,,
486017612182541,2023/11/25 10:06:06,129,PLATINUM SEATED,486360224392773,652256@jack.com,486364254402117,,,,,
486017612186651,2023/11/25 10:06:09,129,PLATINUM SEATED,486016871474245,hanessa233@jack.com,486364258481349,,,,,
486017612207122,2023/11/25 10:06:10,129,PLATINUM SEATED,486204717880389,2723972@jack.com,486364258526853,,,,,
486017612178484,2023/11/25 10:06:11,129,PLATINUM SEATED,486343785084037,2483437@jack.com,486364258538693,,,,,
486017612186643,2023/11/25 10:06:13,129,PLATINUM SEATED,482523033908229,mo000817@jack.com,486364262593925,,,,,
486017612186644,2023/11/25 10:06:13,129,PLATINUM SEATED,482523033908229,mo000817@jack.com,486364262593925,,,,,
486017612178468,2023/11/25 10:06:15,129,PLATINUM SEATED,484257230345285,1115318@jack.com,486364262610309,,,,,
486017612203043,2023/11/25 10:06:18,129,PLATINUM SEATED,482890388677701,961530@jack.com,486364270707973,,,,,
486017612203044,2023/11/25 10:06:18,129,PLATINUM SEATED,482890388677701,961530@jack.com,486364270707973,,,,,
486017612203034,2023/11/25 10:06:20,129,PLATINUM SEATED,482152529765381,1986829@jack.com,486364270707974,,,,,
486017612203036,2023/11/25 10:06:20,129,PLATINUM SEATED,482152529765381,1986829@jack.com,486364270707974,,,,,
486017612194860,2023/11/25 10:06:23,129,PLATINUM SEATED,482125965874181,tg0313@jack.com,486364275357381,,,,,
486017612207111,2023/11/25 10:06:26,129,PLATINUM SEATED,485837226460165,1580550@jack.com,486364283008133,,,,,
486017612207112,2023/11/25 10:06:26,129,PLATINUM SEATED,485837226460165,1580550@jack.com,486364283008133,,,,,
486017612207113,2023/11/25 10:06:26,129,PLATINUM SEATED,485837226460165,1580550@jack.com,486364283008133,,,,,
486017612207114,2023/11/25 10:06:26,129,PLATINUM SEATED,485837226460165,1580550@jack.com,486364283008133,,,,,
486017612186652,2023/11/25 10:06:30,129,PLATINUM SEATED,486140779385861,589150@jack.com,486364283037125,,,,,
486017612186653,2023/11/25 10:06:30,129,PLATINUM SEATED,486140779385861,589150@jack.com,486364283037125,,,,,
486017612186668,2023/11/25 10:06:32,129,PLATINUM SEATED,486206083392517,cghaiqi@jack.com,486364283102405,,,,,
486017612198932,2023/11/25 10:06:34,129,PLATINUM SEATED,486360341427461,2635479@jack.com,486364287153733,,,,,
486017612198933,2023/11/25 10:06:34,129,PLATINUM SEATED,486360341427461,2635479@jack.com,486364287153733,,,,,
486017612178474,2023/11/25 10:06:36,129,PLATINUM SEATED,486208627270661,2459425@jack.com,486364287169733,,,,,
486017612186645,2023/11/25 10:06:38,129,PLATINUM SEATED,486135152583749,1547809@jack.com,486364291224965,,,,,
486017612186646,2023/11/25 10:06:38,129,PLATINUM SEATED,486135152583749,1547809@jack.com,486364291224965,,,,,
486017612194859,2023/11/25 10:06:40,129,PLATINUM SEATED,486356456220037,1431181@jack.com,486364291237061,,,,,
486017612190741,2023/11/25 10:06:41,129,PLATINUM SEATED,486086711354373,1788978@jack.com,486364291286469,,,,,
486017612190742,2023/11/25 10:06:41,129,PLATINUM SEATED,486086711354373,1788978@jack.com,486364291286469,,,,,
486017612186687,2023/11/25 10:06:43,129,PLATINUM SEATED,482558237258757,lngletongia@jack.com,486364291310917,,,,,
486017612190725,2023/11/25 10:06:43,129,PLATINUM SEATED,482558237258757,lngletongia@jack.com,486364291310917,,,,,
486017612203055,2023/11/25 10:06:46,129,PLATINUM SEATED,486203247440901,1487599@jack.com,486364295259397,,,,,
486017612178491,2023/11/25 10:06:47,129,PLATINUM SEATED,486157977199621,sokyouka@jack.com,486364295272069,,,,,
486017612186672,2023/11/25 10:06:48,129,PLATINUM SEATED,486360821110021,m19941018@jack.com,486364295292485,,,,,
486017612186661,2023/11/25 10:06:49,129,PLATINUM SEATED,485046687020037,425042@jack.com,486364295365829,,,,,
486017612182565,2023/11/25 10:06:51,129,PLATINUM SEATED,486091400631301,fxinyuejane@jack.com,486364299421317,,,,,
486017612203063,2023/11/25 10:06:52,129,PLATINUM SEATED,486014944248901,gi1109@jack.com,486364299437317,,,,,
486017612203064,2023/11/25 10:06:52,129,PLATINUM SEATED,486014944248901,gi1109@jack.com,486364299437317,,,,,
486017612203065,2023/11/25 10:06:52,129,PLATINUM SEATED,486014944248901,gi1109@jack.com,486364299437317,,,,,
486017612203066,2023/11/25 10:06:52,129,PLATINUM SEATED,486014944248901,gi1109@jack.com,486364299437317,,,,,
486017612207126,2023/11/25 10:06:57,129,PLATINUM SEATED,486362701325637,3605401@jack.com,486364303464133,,,,,
486017612207127,2023/11/25 10:06:57,129,PLATINUM SEATED,486362701325637,3605401@jack.com,486364303464133,,,,,
486017612178488,2023/11/25 10:07:00,129,PLATINUM SEATED,482561656947717,1681296@jack.com,486364307559621,,,,,
486017612207132,2023/11/25 10:07:02,129,PLATINUM SEATED,486152291439621,439020@jack.com,486364311733830,,,,,
486017612203041,2023/11/25 10:07:04,129,PLATINUM SEATED,486105410151429,2234749@jack.com,486364316173445,,,,,
486017612203042,2023/11/25 10:07:04,129,PLATINUM SEATED,486105410151429,2234749@jack.com,486364316173445,,,,,
486017612198961,2023/11/25 10:07:06,129,PLATINUM SEATED,485093980263429,2522996@jack.com,486364316185861,,,,,
486017612198962,2023/11/25 10:07:06,129,PLATINUM SEATED,485093980263429,2522996@jack.com,486364316185861,,,,,
486017612186670,2023/11/25 10:07:09,129,PLATINUM SEATED,463142251188805,2612647@jack.com,486364319827077,,,,,
486017612186671,2023/11/25 10:07:09,129,PLATINUM SEATED,463142251188805,2612647@jack.com,486364319827077,,,,,
486017612186681,2023/11/25 10:07:11,129,PLATINUM SEATED,479755879342917,2132546@jack.com,486364319979141,,,,,
486017612194878,2023/11/25 10:07:13,129,PLATINUM SEATED,482522147353669,chi00@jack.com,486364324013381,,,,,
486017612207149,2023/11/25 10:07:14,129,PLATINUM SEATED,486217507083333,lsgao520@jack.com,486364324071109,,,,,
486017612207150,2023/11/25 10:07:14,129,PLATINUM SEATED,486217507083333,lsgao520@jack.com,486364324071109,,,,,
486017612178493,2023/11/25 10:07:18,129,PLATINUM SEATED,485681747387397,395366@jack.com,486364332180869,,,,,
486017612186680,2023/11/25 10:07:19,129,PLATINUM SEATED,486234996413445,vmdc@jack.com,486364332217605,,,,,
486017612194824,2023/11/25 10:07:21,129,PLATINUM SEATED,481902908216325,615630@jack.com,486364336232005,,,,,
486017612194825,2023/11/25 10:07:21,129,PLATINUM SEATED,481902908216325,615630@jack.com,486364336232005,,,,,
486017612182550,2023/11/25 10:07:23,129,PLATINUM SEATED,485106865591301,1661903@jack.com,486364336260805,,,,,
486017612190745,2023/11/25 10:07:25,129,PLATINUM SEATED,485789557650501,1347320@jack.com,486364340413573,,,,,
486017612186634,2023/11/25 10:07:27,129,PLATINUM SEATED,482556100232197,1211221@jack.com,486364344510085,,,,,
486017612186684,2023/11/25 10:07:28,129,PLATINUM SEATED,486130829317125,812204@jack.com,486364344517829,,,,,
486017612182563,2023/11/25 10:07:29,129,PLATINUM SEATED,477600137384773,3838902@jack.com,486364344603781,,,,,
486017612182564,2023/11/25 10:07:29,129,PLATINUM SEATED,477600137384773,3838902@jack.com,486364344603781,,,,,
486017612186677,2023/11/25 10:07:32,129,PLATINUM SEATED,482643932845125,449920@jack.com,486364348589317,,,,,
486017612186678,2023/11/25 10:07:32,129,PLATINUM SEATED,482643932845125,449920@jack.com,486364348589317,,,,,
486017612190738,2023/11/25 10:07:34,129,PLATINUM SEATED,485796635669573,1233925@jack.com,486364348618117,,,,,
486017612190739,2023/11/25 10:07:34,129,PLATINUM SEATED,485796635669573,1233925@jack.com,486364348618117,,,,,
486017612182538,2023/11/25 10:07:38,129,PLATINUM SEATED,486205531374597,1813179@jack.com,486364357322117,,,,,
486017612182539,2023/11/25 10:07:38,129,PLATINUM SEATED,486205531374597,1813179@jack.com,486364357322117,,,,,
486017612194870,2023/11/25 10:07:40,129,PLATINUM SEATED,482542031766533,818900@jack.com,486364357347013,,,,,
486017612182583,2023/11/25 10:07:41,129,PLATINUM SEATED,481801657128005,3077245@jack.com,486364357350725,,,,,
486017612198921,2023/11/25 10:07:42,129,PLATINUM SEATED,486126484984837,1312753@jack.com,486364357379397,,,,,
486017612198922,2023/11/25 10:07:42,129,PLATINUM SEATED,486126484984837,1312753@jack.com,486364357379397,,,,,
486017612207109,2023/11/25 10:07:45,129,PLATINUM SEATED,486361901909381,13066581@jack.com,486364360824325,,,,,
486017612207110,2023/11/25 10:07:45,129,PLATINUM SEATED,486361901909381,13066581@jack.com,486364360824325,,,,,
486017612182562,2023/11/25 10:07:47,129,PLATINUM SEATED,482547289326597,825709@jack.com,486364360898181,,,,,
486017612194822,2023/11/25 10:07:49,129,PLATINUM SEATED,485290807792709,654584@jack.com,486364364916165,,,,,
486017612190735,2023/11/25 10:07:50,129,PLATINUM SEATED,478369196319557,2680269@jack.com,486364364961477,,,,,
486017612190753,2023/11/25 10:07:52,129,PLATINUM SEATED,485424078631941,2241077@jack.com,486364368995781,,,,,
486017612190754,2023/11/25 10:07:52,129,PLATINUM SEATED,485424078631941,2241077@jack.com,486364368995781,,,,,
486017612190773,2023/11/25 10:07:55,129,PLATINUM SEATED,477944580199237,448229@jack.com,486364373108293,,,,,
486017612190775,2023/11/25 10:07:55,129,PLATINUM SEATED,477944580199237,448229@jack.com,486364373108293,,,,,
486017612194863,2023/11/25 10:07:58,129,PLATINUM SEATED,486241309254725,1609309@jack.com,486364377199877,,,,,
486017612203030,2023/11/25 10:07:59,129,PLATINUM SEATED,486349813634757,vook@jack.com,486364377216709,,,,,
486017612203031,2023/11/25 10:07:59,129,PLATINUM SEATED,486349813634757,vook@jack.com,486364377216709,,,,,
486017612203032,2023/11/25 10:07:59,129,PLATINUM SEATED,486349813634757,vook@jack.com,486364377216709,,,,,
486017612203033,2023/11/25 10:07:59,129,PLATINUM SEATED,486349813634757,vook@jack.com,486364377216709,,,,,
486017612186660,2023/11/25 10:08:03,129,PLATINUM SEATED,486361457304773,939535@jack.com,486364377240965,,,,,
486017612186632,2023/11/25 10:08:04,129,PLATINUM SEATED,486362082211461,361375@jack.com,486364377253125,,,,,
486017612186633,2023/11/25 10:08:04,129,PLATINUM SEATED,486362082211461,361375@jack.com,486364377253125,,,,,
486017612194832,2023/11/25 10:08:07,129,PLATINUM SEATED,482840541643781,s0523@jack.com,486364381287621,,,,,
486017612190744,2023/11/25 10:08:08,129,PLATINUM SEATED,485334413546565,1271739@jack.com,486364381287877,,,,,
486017612186641,2023/11/25 10:08:09,129,PLATINUM SEATED,486096141386757,tmayday@jack.com,486364381300229,,,,,
486017612190750,2023/11/25 10:08:10,129,PLATINUM SEATED,482917355365445,1690597@jack.com,486364381336965,,,,,
486017612190751,2023/11/25 10:08:10,129,PLATINUM SEATED,482917355365445,1690597@jack.com,486364381336965,,,,,
486017612194866,2023/11/25 10:08:12,129,PLATINUM SEATED,486205906613253,37874@jack.com,486364381337221,,,,,
486017612203038,2023/11/25 10:08:14,129,PLATINUM SEATED,486151277450245,yiha@jack.com,486364385420485,,,,,
486017612203039,2023/11/25 10:08:14,129,PLATINUM SEATED,486151277450245,yiha@jack.com,486364385420485,,,,,
486017612203040,2023/11/25 10:08:14,129,PLATINUM SEATED,486151277450245,yiha@jack.com,486364385420485,,,,,
486017612198925,2023/11/25 10:08:18,129,PLATINUM SEATED,486334829286725,392295@jack.com,486364389647813,,,,,
486017612198926,2023/11/25 10:08:18,129,PLATINUM SEATED,486334829286725,392295@jack.com,486364389647813,,,,,
486017612186664,2023/11/25 10:08:20,129,PLATINUM SEATED,480402484679749,2710442@jack.com,486364389655877,,,,,
486017612186665,2023/11/25 10:08:20,129,PLATINUM SEATED,480402484679749,2710442@jack.com,486364389655877,,,,,
486017612194837,2023/11/25 10:08:22,129,PLATINUM SEATED,482618304644165,932293@jack.com,486364389684549,,,,,
486017612194838,2023/11/25 10:08:22,129,PLATINUM SEATED,482618304644165,932293@jack.com,486364389684549,,,,,
486017612198975,2023/11/25 10:08:25,129,PLATINUM SEATED,486180528333893,2913150@jack.com,486364393653893,,,,,
486017612186631,2023/11/25 10:08:27,129,PLATINUM SEATED,486172906832901,418362@jack.com,486364398110213,,,,,
486017612194823,2023/11/25 10:08:29,129,PLATINUM SEATED,485696964961285,2818531@jack.com,486364401800837,,,,,
486017612182571,2023/11/25 10:08:31,129,PLATINUM SEATED,486093440148549,15519803@jack.com,486364405949893,,,,,
486017612190780,2023/11/25 10:08:33,129,PLATINUM SEATED,478329375830853,1089580@jack.com,486364409947525,,,,,
486017612190781,2023/11/25 10:08:33,129,PLATINUM SEATED,478329375830853,1089580@jack.com,486364409947525,,,,,
486017612194828,2023/11/25 10:08:35,129,PLATINUM SEATED,486110827570245,532246@jack.com,486364409947589,,,,,
486017612194829,2023/11/25 10:08:35,129,PLATINUM SEATED,486110827570245,532246@jack.com,486364409947589,,,,,
486017612182582,2023/11/25 10:08:37,129,PLATINUM SEATED,486191129515013,ky@jack.com,486364409956037,,,,,
486017612203024,2023/11/25 10:08:38,129,PLATINUM SEATED,486215217820677,wkodi73@jack.com,486364410029253,,,,,
486017612203025,2023/11/25 10:08:38,129,PLATINUM SEATED,486215217820677,wkodi73@jack.com,486364410029253,,,,,
486017612207145,2023/11/25 10:08:41,129,PLATINUM SEATED,486202966250565,1688598@jack.com,486364414039237,,,,,
486017612207146,2023/11/25 10:08:41,129,PLATINUM SEATED,486202966250565,1688598@jack.com,486364414039237,,,,,
486017612182581,2023/11/25 10:08:43,129,PLATINUM SEATED,480707652576325,1489197@jack.com,486364414059909,,,,,
486017612198924,2023/11/25 10:08:44,129,PLATINUM SEATED,486182372770821,hiyi1114@jack.com,486364414092805,,,,,
486017612198928,2023/11/25 10:08:46,129,PLATINUM SEATED,483238961107973,analo623@jack.com,486364418139589,,,,,
486017612198929,2023/11/25 10:08:46,129,PLATINUM SEATED,483238961107973,analo623@jack.com,486364418139589,,,,,
486017612182576,2023/11/25 10:08:48,129,PLATINUM SEATED,485077678490693,963410@jack.com,486364418139653,,,,,
486017612190783,2023/11/25 10:08:49,129,PLATINUM SEATED,482551650878469,1929085@jack.com,486364418204933,,,,,
486017612194821,2023/11/25 10:08:49,129,PLATINUM SEATED,482551650878469,1929085@jack.com,486364418204933,,,,,
486017612194826,2023/11/25 10:08:52,129,PLATINUM SEATED,486360638498181,oya11718@jack.com,486364422399109,,,,,
486017612186636,2023/11/25 10:08:54,129,PLATINUM SEATED,485115068089349,52823@jack.com,486364426348101,,,,,
486017612207130,2023/11/25 10:08:55,129,PLATINUM SEATED,482532054713349,1734773@jack.com,486364426356037,,,,,
486017612207131,2023/11/25 10:08:55,129,PLATINUM SEATED,482532054713349,1734773@jack.com,486364426356037,,,,,
486017612186637,2023/11/25 10:08:57,129,PLATINUM SEATED,485413801612357,lanirene@jack.com,486364426409605,,,,,
486017612203056,2023/11/25 10:08:58,129,PLATINUM SEATED,486353741739461,njame@jack.com,486364426421701,,,,,
486017612203057,2023/11/25 10:08:58,129,PLATINUM SEATED,486353741739461,njame@jack.com,486364426421701,,,,,
486017612203058,2023/11/25 10:08:58,129,PLATINUM SEATED,486353741739461,njame@jack.com,486364426421701,,,,,
486017612190782,2023/11/25 10:09:02,129,PLATINUM SEATED,486213954597957,ds03912@jack.com,486364430521669,,,,,
486017612186629,2023/11/25 10:09:04,129,PLATINUM SEATED,486144502080581,744675@jack.com,486364434539973,,,,,
486017612198945,2023/11/25 10:09:05,129,PLATINUM SEATED,486099248202757,1126181@jack.com,486364434667141,,,,,
486017612190746,2023/11/25 10:09:07,129,PLATINUM SEATED,486359509374213,ctalkimsm@jack.com,486364439225861,,,,,
486017612190747,2023/11/25 10:09:07,129,PLATINUM SEATED,486359509374213,ctalkimsm@jack.com,486364439225861,,,,,
486017612203053,2023/11/25 10:09:09,129,PLATINUM SEATED,486265877079045,368130@jack.com,486364439315909,,,,,
486017612190760,2023/11/25 10:09:11,129,PLATINUM SEATED,482657422185541,1493605@jack.com,486364442797445,,,,,
486017612190761,2023/11/25 10:09:11,129,PLATINUM SEATED,482657422185541,1493605@jack.com,486364442797445,,,,,
486017612194834,2023/11/25 10:09:13,129,PLATINUM SEATED,477685001438021,sri@sina.cn,486364442838149,,,,,
486017612194836,2023/11/25 10:09:13,129,PLATINUM SEATED,477685001438021,sri@sina.cn,486364442838149,,,,,
486017612207125,2023/11/25 10:09:16,129,PLATINUM SEATED,482524528305221,616532@jack.com,486364446889669,,,,,
486017612194831,2023/11/25 10:09:17,129,PLATINUM SEATED,484752243860485,zshiyi0823@jack.com,486364446954821,,,,,
486017612186669,2023/11/25 10:09:19,129,PLATINUM SEATED,477584261305157,3375275@jack.com,486364451095813,,,,,
486017612207153,2023/11/25 10:09:21,129,PLATINUM SEATED,484318466540613,335758@jack.com,486364455175301,,,,,
486017612207154,2023/11/25 10:09:21,129,PLATINUM SEATED,484318466540613,335758@jack.com,486364455175301,,,,,
486017612190731,2023/11/25 10:09:23,129,PLATINUM SEATED,478302108648261,1907193@jack.com,486364455179397,,,,,
486017612190733,2023/11/25 10:09:23,129,PLATINUM SEATED,478302108648261,1907193@jack.com,486364455179397,,,,,
486017612190734,2023/11/25 10:09:23,129,PLATINUM SEATED,478302108648261,1907193@jack.com,486364455179397,,,,,
486017612186648,2023/11/25 10:09:27,129,PLATINUM SEATED,486361134892485,aamiiriya@jack.com,486364459251077,,,,,
486017612186649,2023/11/25 10:09:27,129,PLATINUM SEATED,486361134892485,aamiiriya@jack.com,486364459251077,,,,,
486017612194839,2023/11/25 10:09:29,129,PLATINUM SEATED,486093107897349,31258@jack.com,486364459316742,,,,,
486017612194840,2023/11/25 10:09:29,129,PLATINUM SEATED,486093107897349,31258@jack.com,486364459316742,,,,,
486017612194841,2023/11/25 10:09:29,129,PLATINUM SEATED,486093107897349,31258@jack.com,486364459316742,,,,,
486017612194846,2023/11/25 10:09:33,129,PLATINUM SEATED,486326064866309,dnnn@jack.com,486364463228293,,,,,
486017612194847,2023/11/25 10:09:33,129,PLATINUM SEATED,486326064866309,dnnn@jack.com,486364463228293,,,,,
486017612194835,2023/11/25 10:09:36,129,PLATINUM SEATED,479744601461573,1872779@jack.com,486364467320261,,,,,
486017612198941,2023/11/25 10:09:37,129,PLATINUM SEATED,486102251844613,o53536@jack.com,486364467406213,,,,,
486017612198942,2023/11/25 10:09:37,129,PLATINUM SEATED,486102251844613,o53536@jack.com,486364467406213,,,,,
486017612203027,2023/11/25 10:09:40,129,PLATINUM SEATED,484618118198341,57853@jack.com,486364471518725,,,,,
486017612203028,2023/11/25 10:09:40,129,PLATINUM SEATED,484618118198341,57853@jack.com,486364471518725,,,,,
486017612203029,2023/11/25 10:09:40,129,PLATINUM SEATED,484618118198341,57853@jack.com,486364471518725,,,,,
486017612203067,2023/11/25 10:09:43,129,PLATINUM SEATED,482897653220357,687438@jack.com,486364471531077,,,,,
486017612190740,2023/11/25 10:09:44,129,PLATINUM SEATED,477927786468165,1271098@jack.com,486364471588421,,,,,
486017612186685,2023/11/25 10:09:46,129,PLATINUM SEATED,482599574336517,1242112@jack.com,486364475749701,,,,,
486017612186686,2023/11/25 10:09:46,129,PLATINUM SEATED,482599574336517,1242112@jack.com,486364475749701,,,,,
486017612186679,2023/11/25 10:09:48,129,PLATINUM SEATED,484673455117381,864755@jack.com,486364475774469,,,,,
486017612194853,2023/11/25 10:09:50,129,PLATINUM SEATED,486160158090309,gyiru0629@jack.com,486364479997253,,,,,
486017612198972,2023/11/25 10:09:51,129,PLATINUM SEATED,478747064144709,502070@jack.com,486364480050501,,,,,
486017612198973,2023/11/25 10:09:51,129,PLATINUM SEATED,478747064144709,502070@jack.com,486364480050501,,,,,
486017612198974,2023/11/25 10:09:51,129,PLATINUM SEATED,478747064144709,502070@jack.com,486364480050501,,,,,
486017612194857,2023/11/25 10:09:55,129,PLATINUM SEATED,485335968822277,lijie269191087@jack.com,486364483699909,,,,,
486017612194858,2023/11/25 10:09:55,129,PLATINUM SEATED,485335968822277,lijie269191087@jack.com,486364483699909,,,,,
486017612198935,2023/11/25 10:09:57,129,PLATINUM SEATED,477568737370949,hikchb@jack.com,486364483741381,,,,,
486017612194848,2023/11/25 10:09:58,129,PLATINUM SEATED,486180167013445,265320@jack.com,486364483745093,,,,,
486017612190762,2023/11/25 10:10:00,129,PLATINUM SEATED,486341562823813,1962654@jack.com,486364487812485,,,,,
486017612190763,2023/11/25 10:10:00,129,PLATINUM SEATED,486341562823813,1962654@jack.com,486364487812485,,,,,
486017612186647,2023/11/25 10:10:03,129,PLATINUM SEATED,484082420634629,zihan1999@jack.com,486364491937285,,,,,
486017612198943,2023/11/25 10:10:06,129,PLATINUM SEATED,486223758185477,1128895@jack.com,486364500096197,,,,,
486017612198944,2023/11/25 10:10:06,129,PLATINUM SEATED,486223758185477,1128895@jack.com,486364500096197,,,,,
486017612190752,2023/11/25 10:10:08,129,PLATINUM SEATED,486355053328005,485159@jack.com,486364500100421,,,,,
486017612190730,2023/11/25 10:10:09,129,PLATINUM SEATED,486348592285317,fball0226@jack.com,486364500145669,,,,,
486017612190732,2023/11/25 10:10:09,129,PLATINUM SEATED,486348592285317,fball0226@jack.com,486364500145669,,,,,
486017612194849,2023/11/25 10:10:12,129,PLATINUM SEATED,486174546814021,ceraxy@jack.com,486364504311045,,,,,
486017612198939,2023/11/25 10:10:13,129,PLATINUM SEATED,486231391867909,3864489@jack.com,486364504376581,,,,,
486017612198940,2023/11/25 10:10:13,129,PLATINUM SEATED,486231391867909,3864489@jack.com,486364504376581,,,,,
